	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV390	NA	NA	NA	NA	NA	NA	NA
ASV391	NA	NA	NA	NA	NA	NA	NA
ASV392	NA	NA	NA	NA	NA	NA	NA
ASV393	NA	NA	NA	NA	NA	NA	NA
ASV394	NA	NA	NA	NA	NA	NA	NA
ASV395	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV396	NA	NA	NA	NA	NA	NA	NA
ASV397	NA	NA	NA	NA	NA	NA	NA
ASV398	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV399	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV400	NA	NA	NA	NA	NA	NA	NA
ASV401	NA	NA	NA	NA	NA	NA	NA
ASV402	NA	NA	NA	NA	NA	NA	NA
ASV403	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
ASV404	NA	NA	NA	NA	NA	NA	NA
ASV405	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV406	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV407	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV408	NA	NA	NA	NA	NA	NA	NA
ASV409	NA	NA	NA	NA	NA	NA	NA
ASV410	NA	NA	NA	NA	NA	NA	NA
ASV411	NA	NA	NA	NA	NA	NA	NA
ASV412	NA	NA	NA	NA	NA	NA	NA
ASV413	NA	NA	NA	NA	NA	NA	NA
ASV414	NA	NA	NA	NA	NA	NA	NA
ASV415	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV416	NA	NA	NA	NA	NA	NA	NA
ASV417	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
ASV418	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
ASV419	NA	NA	NA	NA	NA	NA	NA
ASV420	NA	NA	NA	NA	NA	NA	NA
ASV421	NA	NA	NA	NA	NA	NA	NA
ASV422	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
ASV423	NA	NA	NA	NA	NA	NA	NA
ASV424	NA	NA	NA	NA	NA	NA	NA
ASV425	NA	NA	NA	NA	NA	NA	NA
ASV426	NA	NA	NA	NA	NA	NA	NA
ASV427	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
ASV428	NA	NA	NA	NA	NA	NA	NA
ASV429	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV430	NA	NA	NA	NA	NA	NA	NA
ASV431	NA	NA	NA	NA	NA	NA	NA
ASV432	NA	NA	NA	NA	NA	NA	NA
ASV433	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV434	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	Neostagonospora caricis
ASV435	NA	NA	NA	NA	NA	NA	NA
ASV436	NA	NA	NA	NA	NA	NA	NA
ASV437	NA	NA	NA	NA	NA	NA	NA
ASV438	NA	NA	NA	NA	NA	NA	NA
ASV439	NA	NA	NA	NA	NA	NA	NA
ASV440	NA	NA	NA	NA	NA	NA	NA
ASV441	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	NA
ASV442	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	NA
ASV443	NA	NA	NA	NA	NA	NA	NA
ASV444	NA	NA	NA	NA	NA	NA	NA
ASV445	NA	NA	NA	NA	NA	NA	NA
ASV446	NA	NA	NA	NA	NA	NA	NA
ASV447	NA	NA	NA	NA	NA	NA	NA
ASV448	NA	NA	NA	NA	NA	NA	NA
ASV449	NA	NA	NA	NA	NA	NA	NA
ASV450	Fungi	NA	NA	NA	NA	NA	NA
ASV451	NA	NA	NA	NA	NA	NA	NA
ASV452	NA	NA	NA	NA	NA	NA	NA
ASV453	NA	NA	NA	NA	NA	NA	NA
ASV454	NA	NA	NA	NA	NA	NA	NA
ASV455	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV456	NA	NA	NA	NA	NA	NA	NA
ASV457	NA	NA	NA	NA	NA	NA	NA
ASV458	NA	NA	NA	NA	NA	NA	NA
ASV459	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
ASV460	NA	NA	NA	NA	NA	NA	NA
ASV461	NA	NA	NA	NA	NA	NA	NA
ASV462	NA	NA	NA	NA	NA	NA	NA
ASV463	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus	NA
ASV464	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV465	NA	NA	NA	NA	NA	NA	NA
ASV466	NA	NA	NA	NA	NA	NA	NA
ASV467	NA	NA	NA	NA	NA	NA	NA
ASV468	NA	NA	NA	NA	NA	NA	NA
ASV469	NA	NA	NA	NA	NA	NA	NA
ASV470	NA	NA	NA	NA	NA	NA	NA
ASV471	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	NA
ASV472	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Brachyphoris	NA
ASV473	NA	NA	NA	NA	NA	NA	NA
ASV474	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV475	NA	NA	NA	NA	NA	NA	NA
ASV476	NA	NA	NA	NA	NA	NA	NA
ASV478	NA	NA	NA	NA	NA	NA	NA
ASV479	NA	NA	NA	NA	NA	NA	NA
ASV480	NA	NA	NA	NA	NA	NA	NA
ASV481	NA	NA	NA	NA	NA	NA	NA
ASV482	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia randhawae
ASV483	NA	NA	NA	NA	NA	NA	NA
ASV484	NA	NA	NA	NA	NA	NA	NA
ASV485	NA	NA	NA	NA	NA	NA	NA
ASV486	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV487	NA	NA	NA	NA	NA	NA	NA
ASV488	NA	NA	NA	NA	NA	NA	NA
ASV489	NA	NA	NA	NA	NA	NA	NA
ASV490	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia diffluens
ASV491	NA	NA	NA	NA	NA	NA	NA
ASV492	NA	NA	NA	NA	NA	NA	NA
ASV493	NA	NA	NA	NA	NA	NA	NA
ASV494	NA	NA	NA	NA	NA	NA	NA
ASV495	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV496	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV497	NA	NA	NA	NA	NA	NA	NA
ASV498	NA	NA	NA	NA	NA	NA	NA
ASV499	Fungi	NA	NA	NA	NA	NA	NA
ASV500	NA	NA	NA	NA	NA	NA	NA
ASV501	NA	NA	NA	NA	NA	NA	NA
ASV502	NA	NA	NA	NA	NA	NA	NA
ASV503	NA	NA	NA	NA	NA	NA	NA
ASV504	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula araucariae
ASV505	NA	NA	NA	NA	NA	NA	NA
ASV506	NA	NA	NA	NA	NA	NA	NA
ASV507	NA	NA	NA	NA	NA	NA	NA
ASV508	NA	NA	NA	NA	NA	NA	NA
ASV509	NA	NA	NA	NA	NA	NA	NA
ASV510	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV511	NA	NA	NA	NA	NA	NA	NA
ASV512	NA	NA	NA	NA	NA	NA	NA
ASV513	NA	NA	NA	NA	NA	NA	NA
ASV514	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV515	NA	NA	NA	NA	NA	NA	NA
ASV516	Rhizaria	Haplosporidia	NA	NA	NA	NA	NA
ASV517	NA	NA	NA	NA	NA	NA	NA
ASV518	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula dairenensis
ASV519	NA	NA	NA	NA	NA	NA	NA
ASV520	NA	NA	NA	NA	NA	NA	NA
ASV521	NA	NA	NA	NA	NA	NA	NA
ASV522	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV523	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma macrospora
ASV524	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV525	NA	NA	NA	NA	NA	NA	NA
ASV526	NA	NA	NA	NA	NA	NA	NA
ASV527	NA	NA	NA	NA	NA	NA	NA
ASV528	NA	NA	NA	NA	NA	NA	NA
ASV529	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
ASV530	NA	NA	NA	NA	NA	NA	NA
ASV531	NA	NA	NA	NA	NA	NA	NA
ASV532	NA	NA	NA	NA	NA	NA	NA
ASV533	NA	NA	NA	NA	NA	NA	NA
ASV534	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV535	NA	NA	NA	NA	NA	NA	NA
ASV536	NA	NA	NA	NA	NA	NA	NA
ASV537	NA	NA	NA	NA	NA	NA	NA
ASV538	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma variabilis
ASV539	NA	NA	NA	NA	NA	NA	NA
ASV540	NA	NA	NA	NA	NA	NA	NA
ASV541	NA	NA	NA	NA	NA	NA	NA
ASV542	NA	NA	NA	NA	NA	NA	NA
ASV543	NA	NA	NA	NA	NA	NA	NA
ASV544	NA	NA	NA	NA	NA	NA	NA
ASV545	NA	NA	NA	NA	NA	NA	NA
ASV546	NA	NA	NA	NA	NA	NA	NA
ASV547	NA	NA	NA	NA	NA	NA	NA
ASV548	NA	NA	NA	NA	NA	NA	NA
ASV549	NA	NA	NA	NA	NA	NA	NA
ASV550	NA	NA	NA	NA	NA	NA	NA
ASV551	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV552	NA	NA	NA	NA	NA	NA	NA
ASV553	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma herbarum
ASV554	NA	NA	NA	NA	NA	NA	NA
ASV555	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV556	Fungi	NA	NA	NA	NA	NA	NA
ASV557	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV558	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV559	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV560	NA	NA	NA	NA	NA	NA	NA
ASV561	NA	NA	NA	NA	NA	NA	NA
ASV562	NA	NA	NA	NA	NA	NA	NA
ASV563	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium apollinis
ASV564	NA	NA	NA	NA	NA	NA	NA
ASV565	NA	NA	NA	NA	NA	NA	NA
ASV566	NA	NA	NA	NA	NA	NA	NA
ASV567	NA	NA	NA	NA	NA	NA	NA
ASV568	NA	NA	NA	NA	NA	NA	NA
ASV569	NA	NA	NA	NA	NA	NA	NA
ASV570	NA	NA	NA	NA	NA	NA	NA
ASV571	NA	NA	NA	NA	NA	NA	NA
ASV572	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apiosordaria	NA
ASV573	NA	NA	NA	NA	NA	NA	NA
ASV574	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV575	NA	NA	NA	NA	NA	NA	NA
ASV576	NA	NA	NA	NA	NA	NA	NA
ASV577	NA	NA	NA	NA	NA	NA	NA
ASV578	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placidium	Placidium lacinulatum var lacinulatum
ASV579	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	NA
ASV580	NA	NA	NA	NA	NA	NA	NA
ASV581	NA	NA	NA	NA	NA	NA	NA
ASV582	NA	NA	NA	NA	NA	NA	NA
ASV583	NA	NA	NA	NA	NA	NA	NA
ASV584	NA	NA	NA	NA	NA	NA	NA
ASV585	NA	NA	NA	NA	NA	NA	NA
ASV586	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV587	NA	NA	NA	NA	NA	NA	NA
ASV588	NA	NA	NA	NA	NA	NA	NA
ASV589	NA	NA	NA	NA	NA	NA	NA
ASV590	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV591	NA	NA	NA	NA	NA	NA	NA
ASV592	NA	NA	NA	NA	NA	NA	NA
ASV593	NA	NA	NA	NA	NA	NA	NA
ASV594	NA	NA	NA	NA	NA	NA	NA
ASV595	NA	NA	NA	NA	NA	NA	NA
ASV596	NA	NA	NA	NA	NA	NA	NA
ASV597	NA	NA	NA	NA	NA	NA	NA
ASV598	NA	NA	NA	NA	NA	NA	NA
ASV599	NA	NA	NA	NA	NA	NA	NA
ASV600	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placidium	Placidium lacinulatum
ASV601	NA	NA	NA	NA	NA	NA	NA
ASV602	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Forliomyces	NA
ASV603	NA	NA	NA	NA	NA	NA	NA
ASV604	NA	NA	NA	NA	NA	NA	NA
ASV605	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV606	NA	NA	NA	NA	NA	NA	NA
ASV607	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV608	NA	NA	NA	NA	NA	NA	NA
ASV609	NA	NA	NA	NA	NA	NA	NA
ASV610	NA	NA	NA	NA	NA	NA	NA
ASV611	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV612	NA	NA	NA	NA	NA	NA	NA
ASV613	NA	NA	NA	NA	NA	NA	NA
ASV614	NA	NA	NA	NA	NA	NA	NA
ASV615	NA	NA	NA	NA	NA	NA	NA
ASV616	NA	NA	NA	NA	NA	NA	NA
ASV617	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella nigra
ASV618	NA	NA	NA	NA	NA	NA	NA
ASV619	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	NA
ASV620	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV621	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV622	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula paludigena
ASV623	NA	NA	NA	NA	NA	NA	NA
ASV624	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Neoprotoparmelia	Neoprotoparmelia corallifera
ASV625	NA	NA	NA	NA	NA	NA	NA
ASV626	NA	NA	NA	NA	NA	NA	NA
ASV627	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
ASV628	NA	NA	NA	NA	NA	NA	NA
ASV629	NA	NA	NA	NA	NA	NA	NA
ASV630	NA	NA	NA	NA	NA	NA	NA
ASV631	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
ASV632	NA	NA	NA	NA	NA	NA	NA
ASV633	NA	NA	NA	NA	NA	NA	NA
ASV634	NA	NA	NA	NA	NA	NA	NA
ASV635	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV636	NA	NA	NA	NA	NA	NA	NA
ASV637	NA	NA	NA	NA	NA	NA	NA
ASV638	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	NA	NA
ASV639	NA	NA	NA	NA	NA	NA	NA
ASV640	NA	NA	NA	NA	NA	NA	NA
ASV641	NA	NA	NA	NA	NA	NA	NA
ASV642	NA	NA	NA	NA	NA	NA	NA
ASV643	NA	NA	NA	NA	NA	NA	NA
ASV644	NA	NA	NA	NA	NA	NA	NA
ASV645	NA	NA	NA	NA	NA	NA	NA
ASV646	NA	NA	NA	NA	NA	NA	NA
ASV647	NA	NA	NA	NA	NA	NA	NA
ASV648	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Pleiochaeta	NA
ASV649	NA	NA	NA	NA	NA	NA	NA
ASV650	NA	NA	NA	NA	NA	NA	NA
ASV651	NA	NA	NA	NA	NA	NA	NA
ASV652	NA	NA	NA	NA	NA	NA	NA
ASV653	NA	NA	NA	NA	NA	NA	NA
ASV654	NA	NA	NA	NA	NA	NA	NA
ASV655	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV656	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV657	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV658	NA	NA	NA	NA	NA	NA	NA
ASV659	NA	NA	NA	NA	NA	NA	NA
ASV660	NA	NA	NA	NA	NA	NA	NA
ASV661	NA	NA	NA	NA	NA	NA	NA
ASV662	NA	NA	NA	NA	NA	NA	NA
ASV663	NA	NA	NA	NA	NA	NA	NA
ASV664	NA	NA	NA	NA	NA	NA	NA
ASV665	NA	NA	NA	NA	NA	NA	NA
ASV666	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
ASV667	NA	NA	NA	NA	NA	NA	NA
ASV668	NA	NA	NA	NA	NA	NA	NA
ASV669	NA	NA	NA	NA	NA	NA	NA
ASV670	NA	NA	NA	NA	NA	NA	NA
ASV671	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV672	NA	NA	NA	NA	NA	NA	NA
ASV673	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium chernovii
ASV674	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	Coprotus	NA
ASV675	NA	NA	NA	NA	NA	NA	NA
ASV676	NA	NA	NA	NA	NA	NA	NA
ASV677	Fungi	Ascomycota	Sordariomycetes	Sordariales	Bombardiaceae	Ramophialophora	NA
ASV678	NA	NA	NA	NA	NA	NA	NA
ASV679	NA	NA	NA	NA	NA	NA	NA
ASV680	NA	NA	NA	NA	NA	NA	NA
ASV681	NA	NA	NA	NA	NA	NA	NA
ASV682	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium apollinis
ASV683	NA	NA	NA	NA	NA	NA	NA
ASV684	NA	NA	NA	NA	NA	NA	NA
ASV685	NA	NA	NA	NA	NA	NA	NA
ASV686	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	NA
ASV687	NA	NA	NA	NA	NA	NA	NA
ASV688	NA	NA	NA	NA	NA	NA	NA
ASV689	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta polymorpha
ASV690	NA	NA	NA	NA	NA	NA	NA
ASV691	NA	NA	NA	NA	NA	NA	NA
ASV692	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe cruciferarum
ASV693	NA	NA	NA	NA	NA	NA	NA
ASV694	NA	NA	NA	NA	NA	NA	NA
ASV695	NA	NA	NA	NA	NA	NA	NA
ASV696	NA	NA	NA	NA	NA	NA	NA
ASV697	NA	NA	NA	NA	NA	NA	NA
ASV698	NA	NA	NA	NA	NA	NA	NA
ASV699	NA	NA	NA	NA	NA	NA	NA
ASV700	NA	NA	NA	NA	NA	NA	NA
ASV701	NA	NA	NA	NA	NA	NA	NA
ASV702	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV703	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV704	NA	NA	NA	NA	NA	NA	NA
ASV705	NA	NA	NA	NA	NA	NA	NA
ASV706	NA	NA	NA	NA	NA	NA	NA
ASV707	NA	NA	NA	NA	NA	NA	NA
ASV708	NA	NA	NA	NA	NA	NA	NA
ASV709	NA	NA	NA	NA	NA	NA	NA
ASV710	NA	NA	NA	NA	NA	NA	NA
ASV711	NA	NA	NA	NA	NA	NA	NA
ASV712	NA	NA	NA	NA	NA	NA	NA
ASV713	NA	NA	NA	NA	NA	NA	NA
ASV714	NA	NA	NA	NA	NA	NA	NA
ASV715	NA	NA	NA	NA	NA	NA	NA
ASV716	NA	NA	NA	NA	NA	NA	NA
ASV717	NA	NA	NA	NA	NA	NA	NA
ASV718	NA	NA	NA	NA	NA	NA	NA
ASV719	NA	NA	NA	NA	NA	NA	NA
ASV720	NA	NA	NA	NA	NA	NA	NA
ASV721	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	NA	NA
ASV722	NA	NA	NA	NA	NA	NA	NA
ASV723	NA	NA	NA	NA	NA	NA	NA
ASV724	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV725	NA	NA	NA	NA	NA	NA	NA
ASV726	NA	NA	NA	NA	NA	NA	NA
ASV727	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV728	NA	NA	NA	NA	NA	NA	NA
ASV729	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
ASV730	NA	NA	NA	NA	NA	NA	NA
ASV731	NA	NA	NA	NA	NA	NA	NA
ASV732	NA	NA	NA	NA	NA	NA	NA
ASV733	NA	NA	NA	NA	NA	NA	NA
ASV734	NA	NA	NA	NA	NA	NA	NA
ASV735	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV736	NA	NA	NA	NA	NA	NA	NA
ASV737	NA	NA	NA	NA	NA	NA	NA
ASV738	NA	NA	NA	NA	NA	NA	NA
ASV739	NA	NA	NA	NA	NA	NA	NA
ASV740	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus microsporus
ASV741	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV742	NA	NA	NA	NA	NA	NA	NA
ASV743	NA	NA	NA	NA	NA	NA	NA
ASV744	NA	NA	NA	NA	NA	NA	NA
ASV745	NA	NA	NA	NA	NA	NA	NA
ASV746	NA	NA	NA	NA	NA	NA	NA
ASV747	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
ASV748	NA	NA	NA	NA	NA	NA	NA
ASV749	NA	NA	NA	NA	NA	NA	NA
ASV750	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV751	NA	NA	NA	NA	NA	NA	NA
ASV752	NA	NA	NA	NA	NA	NA	NA
ASV753	NA	NA	NA	NA	NA	NA	NA
ASV754	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV755	NA	NA	NA	NA	NA	NA	NA
ASV756	NA	NA	NA	NA	NA	NA	NA
ASV757	NA	NA	NA	NA	NA	NA	NA
ASV758	NA	NA	NA	NA	NA	NA	NA
ASV759	NA	NA	NA	NA	NA	NA	NA
ASV760	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium oeirense
ASV761	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV762	NA	NA	NA	NA	NA	NA	NA
ASV763	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV764	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis ranunculi
ASV765	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV766	NA	NA	NA	NA	NA	NA	NA
ASV767	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV768	NA	NA	NA	NA	NA	NA	NA
ASV769	NA	NA	NA	NA	NA	NA	NA
ASV770	NA	NA	NA	NA	NA	NA	NA
ASV771	NA	NA	NA	NA	NA	NA	NA
ASV772	NA	NA	NA	NA	NA	NA	NA
ASV773	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV774	NA	NA	NA	NA	NA	NA	NA
ASV775	NA	NA	NA	NA	NA	NA	NA
ASV776	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma gossypiicola
ASV777	NA	NA	NA	NA	NA	NA	NA
ASV778	NA	NA	NA	NA	NA	NA	NA
ASV779	NA	NA	NA	NA	NA	NA	NA
ASV780	NA	NA	NA	NA	NA	NA	NA
ASV781	NA	NA	NA	NA	NA	NA	NA
ASV782	Rhizaria	Haplosporidia	NA	NA	NA	NA	NA
ASV783	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV784	NA	NA	NA	NA	NA	NA	NA
ASV785	NA	NA	NA	NA	NA	NA	NA
ASV786	NA	NA	NA	NA	NA	NA	NA
ASV787	NA	NA	NA	NA	NA	NA	NA
ASV788	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	NA
ASV789	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV790	Fungi	NA	NA	NA	NA	NA	NA
ASV791	NA	NA	NA	NA	NA	NA	NA
ASV792	NA	NA	NA	NA	NA	NA	NA
ASV793	NA	NA	NA	NA	NA	NA	NA
ASV794	NA	NA	NA	NA	NA	NA	NA
ASV795	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	NA
ASV796	NA	NA	NA	NA	NA	NA	NA
ASV797	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV798	NA	NA	NA	NA	NA	NA	NA
ASV799	NA	NA	NA	NA	NA	NA	NA
ASV800	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV801	NA	NA	NA	NA	NA	NA	NA
ASV802	NA	NA	NA	NA	NA	NA	NA
ASV803	NA	NA	NA	NA	NA	NA	NA
ASV804	NA	NA	NA	NA	NA	NA	NA
ASV805	NA	NA	NA	NA	NA	NA	NA
ASV806	NA	NA	NA	NA	NA	NA	NA
ASV807	NA	NA	NA	NA	NA	NA	NA
ASV808	NA	NA	NA	NA	NA	NA	NA
ASV809	NA	NA	NA	NA	NA	NA	NA
ASV810	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV811	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Inopinatum	Inopinatum lactosum
ASV812	NA	NA	NA	NA	NA	NA	NA
ASV813	NA	NA	NA	NA	NA	NA	NA
